,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023
all_items,0.706436844480302,0.7041737204118749,0.7156980131001383,0.7381684420681263,0.7534720835783342,0.7645177699681386,0.7768682738721985,0.7778093505996253,0.7876669994119979,0.8044556878939956,0.8240763582163028,0.839018993832816,0.8892819538076551,0.960359091468501,1.0
housing,0.675461601328454,0.6779391784615545,0.675437655840877,0.6843253358875185,0.6956119894015189,0.7100914613514625,0.7284071565774609,0.7435396636179549,0.7620052784183484,0.7846696824099572,0.8073111820221442,0.8306528268689193,0.876779904530382,0.9395061503464287,1.0
shelter,0.6087321158315682,0.6225844617348545,0.6240138606866704,0.634650423856929,0.6514820917476033,0.669886411264039,0.6910066930485127,0.7157053724131631,0.7427092312690352,0.7710471958132685,0.7989337163413558,0.8285553249333468,0.8736192381459976,0.9263249621224916,1.0
food,0.6629903396426612,0.6748811614516701,0.6800467871145003,0.7054927638922792,0.7238316510236553,0.733942023405943,0.7515679566581842,0.765546548947135,0.7677132784886099,0.7743184878255964,0.7851232354843055,0.799844713845652,0.8600344839509257,0.9456263646886821,1.0
transport,0.7315405176632742,0.6719216613565314,0.7247778981852322,0.7950836096601179,0.8138754956403624,0.8141779361385496,0.8083011021443625,0.7452037119343208,0.7298725692398349,0.7549183254596846,0.7888749962546069,0.7867004834054113,0.8637588266432289,0.9968360791226792,1.0
medical,0.6630557863704143,0.6840666416248354,0.7074056283412823,0.7289290064084323,0.7556685220387087,0.7742615505446598,0.7927897738267333,0.8136532616985191,0.8444618472524178,0.8656595297447631,0.8827547532051647,0.9077015772559466,0.956617835095747,0.9953889641408565,1.0
apparel,0.910471075898965,0.9192986441508589,0.9149780236048437,0.934890143548486,0.9667903742878733,0.9758132031935969,0.9766823045351523,0.964435122414392,0.9653016713290999,0.9620702989402327,0.9623306464786723,0.9501593990566234,0.9268053315091993,0.9733009770689977,1.0
education,0.623562816403988,0.6565499567139279,0.6857485623864099,0.7147270110823811,0.7441787399453048,0.7723548196604766,0.7977752105537751,0.8274106902265208,0.8514829063014202,0.8710427643460363,0.8904108450243949,0.9145037008158422,0.9444525028522942,0.9702859747392804,1.0
utilities,0.775954950829402,0.7427523254981017,0.7401454139847116,0.7459757882133828,0.7279442238618107,0.747674821686229,0.7805029753072522,0.7625123438155564,0.7523370104685788,0.7778062033749142,0.7822330282129736,0.7807607244092876,0.8400145567482936,0.9752634413278619,1.0
recreation,0.706436844480302,0.7041737204118749,0.7156980131001383,0.7381684420681263,0.7534720835783342,0.7645177699681386,0.7768682738721985,0.7778093505996253,0.7876669994119979,0.8044556878939956,0.8240763582163028,0.839018993832816,0.8892819538076551,0.960359091468501,1.0
other,0.706436844480302,0.7041737204118749,0.7156980131001383,0.7381684420681263,0.7534720835783342,0.7645177699681386,0.7768682738721985,0.7778093505996253,0.7876669994119979,0.8044556878939956,0.8240763582163028,0.839018993832816,0.8892819538076551,0.960359091468501,1.0
