state,year,median_income,col_index,purchasing_power,mli
Florida,2019,59227,99126.7,0.5974878831934926,86.9
Florida,2021,63062,100795.3,0.6256442624423924,91.0
Florida,2022,69303,101917.0,0.6799945246816931,98.9
Florida,2023,73311,104117.78,0.7041160764861938,102.41
Georgia,2008,50861,89945.78,0.5654628840801521,82.24
Georgia,2009,47590,88510.42,0.5376767953243707,78.2
Georgia,2010,46430,90034.72,0.5156899271201738,75.0
Georgia,2011,46007,89187.04,0.5158484869427896,75.03
Georgia,2012,47209,90319.3,0.5226900736395236,76.02
Georgia,2013,47829,89850.04,0.5323202765060431,77.42
Georgia,2014,49321,89838.35,0.5489972003625018,79.85
Georgia,2015,51244,89750.87,0.5709582593891562,83.04
Georgia,2016,53559,90109.49,0.5943769048326568,86.45
Georgia,2017,56183,90413.21,0.6214025390766779,90.38
Georgia,2018,58756,90249.63,0.6510387003570914,94.69
Georgia,2019,61980,89824.0,0.6900160136819021,100.36
Georgia,2021,66559,91445.12,0.7278572805275295,105.86
Georgia,2022,72837,91836.89,0.7931126406225586,115.35
Georgia,2023,74632,92781.87,0.8043813112655271,116.99
Hawaii,2008,67214,113366.17,0.592892913939877,86.23
Hawaii,2009,64098,115049.34,0.5571348687566895,81.03
Hawaii,2010,63030,112817.15,0.5586916483635468,81.26
Hawaii,2011,61821,112825.0,0.5479370672851235,79.69
Hawaii,2012,66259,110389.36,0.6002299252297988,87.3
Hawaii,2013,68020,116637.85,0.5831726145645066,84.82
Hawaii,2014,69592,114187.94,0.6094514174552881,88.64
Hawaii,2015,73486,116935.76,0.6284305240984092,91.4
Hawaii,2016,74511,112899.5,0.659976335449329,95.99
Hawaii,2017,77765,115846.66,0.6712752597086421,97.63
Hawaii,2018,80212,115106.82,0.6968483442933032,101.35
Hawaii,2019,83102,115183.04,0.7214777735216051,104.93
Hawaii,2021,84857,114096.6,0.7437294199886452,108.17
Hawaii,2022,92458,111744.43,0.8274059087760509,120.34
Hawaii,2023,95322,108838.99,0.8758074568370379,127.38
Idaho,2008,47576,91585.19,0.5194726613503149,75.55
Idaho,2009,44926,91195.87,0.4926319515219456,71.65
Idaho,2010,43490,89167.33,0.48773467679485577,70.94
Idaho,2011,43341,89728.3,0.48302484137881463,70.25
Idaho,2012,45489,89030.42,0.5109377216114024,74.31
Idaho,2013,46783,89593.48,0.5221697075859459,75.95
Idaho,2014,47861,89315.6,0.5358638572557302,77.94
Idaho,2015,48275,89437.68,0.5397613471730326,78.5
Idaho,2016,51807,88332.65,0.5864988746975252,85.3
Idaho,2017,52225,89723.94,0.5820631329112514,84.66
Idaho,2018,55583,87860.04,0.6326311372796285,92.01
Idaho,2019,60999,88488.39,0.6893446808681065,100.26
Idaho,2021,66474,88959.47,0.7472391733219981,108.68
Idaho,2022,72785,89737.77,0.8110854883179771,117.97
Idaho,2023,74942,89158.36,0.8405492911891057,122.25
Illinois,2008,56235,98119.7,0.5731264759210641,83.36
Illinois,2009,53966,99470.36,0.542533479202047,78.91
Illinois,2010,52972,99881.86,0.5303465524777904,77.14
Illinois,2011,53234,99947.41,0.5326200835971604,77.47
Illinois,2012,55137,98756.2,0.5583143185185627,81.2
Illinois,2013,56210,98430.09,0.5710651976520909,83.06
Illinois,2014,57444,97995.94,0.5861875322736575,85.26
Illinois,2015,59588,97354.0,0.6120754968357058,89.02
Illinois,2016,60960,97221.97,0.6270187508198571,91.2
Illinois,2017,62992,97581.92,0.6455294276674833,93.89
Illinois,2018,65030,97647.17,0.6659691069537896,96.86
Illinois,2019,69187,97175.86,0.7119772594955209,103.55
Illinois,2021,72205,97987.29,0.7368812953089128,107.17
Illinois,2022,76708,97356.93,0.787904882300037,114.6
Illinois,2023,80306,95424.41,0.8415666045814718,122.4
Indiana,2008,47966,87195.84,0.550095057345678,80.01
Indiana,2009,45424,87562.92,0.518758384970296,75.45
Indiana,2010,44613,88425.44,0.5045267510068067,73.38
Indiana,2011,46438,87823.46,0.5287653502942178,76.91
Indiana,2012,46974,87827.06,0.534846522776412,77.79
Indiana,2013,47529,88079.8,0.5396129700818991,78.48
Indiana,2014,49446,87935.95,0.562295630511031,81.78
Indiana,2015,50532,86779.79,0.5823014728908519,84.69
Indiana,2016,52314,86472.71,0.604976989364728,87.99
Indiana,2017,54181,85881.05,0.6308842273565957,91.76
Indiana,2018,55746,87364.33,0.6380864744231061,92.81
Indiana,2019,57603,87156.18,0.6609169724060228,96.13
Indiana,2021,62743,86701.39,0.7236677328421635,105.25
Indiana,2022,66785,85971.82,0.7768242830788026,112.98
Indiana,2023,69477,86358.9,0.8045146801985827,117.01
Iowa,2008,48980,81846.56,0.5984368821307953,87.04
Iowa,2009,48044,84434.94,0.5690061436852527,82.76
Iowa,2010,47961,85648.96,0.5599717966908001,81.44
Iowa,2011,49427,84969.92,0.5816999737398832,84.6
Iowa,2012,50957,85698.41,0.5946084917908409,86.48
Iowa,2013,52229,85811.32,0.6086492967821203,88.52
Iowa,2014,53712,86141.75,0.6235304272592151,90.69
Iowa,2015,54736,84784.36,0.6455907822053687,93.9
Iowa,2016,56247,84834.17,0.6630229375347297,96.43
Iowa,2017,58570,84708.7,0.691428351744621,100.56
Iowa,2018,59955,86116.1,0.6962113066704217,101.26
Iowa,2019,61691,86020.5,0.7171662443748947,104.31
Iowa,2021,65600,83706.01,0.7836952433985157,113.98
Iowa,2022,69588,82682.03,0.8416338730247048,122.41
Iowa,2023,71433,83267.55,0.8578732401369923,124.77
Kansas,2008,50177,84602.2,0.5930932999789932,86.26
Kansas,2009,47817,86603.16,0.5521392346956687,80.3
Kansas,2010,48257,87636.38,0.5506502838441493,80.09
Kansas,2011,48964,88030.7,0.5562150369636324,80.9
Kansas,2012,50241,88141.02,0.5700070073047497,82.9
Kansas,2013,50972,87453.73,0.5828453548113119,84.77
Kansas,2014,52504,87752.09,0.5983219344328867,87.02
Kansas,2015,53906,87687.69,0.6147499054810331,89.41
Kansas,2016,54935,86797.42,0.6329104889482786,92.05
Kansas,2017,56422,86209.36,0.6544764984387733,95.19
Kansas,2018,58218,86397.43,0.6738394545125976,98.01
Kansas,2019,62087,86935.81,0.7141705800807315,103.87
Kansas,2021,64124,85078.55,0.7537034733588401,109.62
Kansas,2022,68925,83939.28,0.8211292538813948,119.43
Kansas,2023,70333,84266.01,0.8346544026951696,121.39
Kentucky,2008,41538,84528.29,0.49140947259085,71.47
Kentucky,2009,40072,83426.5,0.48032699384448946,69.86
Kentucky,2010,40062,85204.53,0.4701862588841621,68.39
Kentucky,2011,41141,84660.23,0.4859542685601761,70.68
Kentucky,2012,41724,84850.39,0.49173611031845776,71.52
Kentucky,2013,43399,85132.29,0.5097830891691133,74.14
Kentucky,2014,42958,84952.32,0.5056718910490394,73.55
Kentucky,2015,45215,84708.56,0.5337712955047009,77.63
Kentucky,2016,46659,84464.69,0.5524083410697318,80.34
Kentucky,2017,48375,83780.94,0.5773986075422953,83.98
Kentucky,2018,50247,83308.06,0.6031468956107787,87.72
Kentucky,2019,52295,83865.33,0.6235591953532047,90.69
Kentucky,2021,55573,83185.17,0.6680637931066216,97.17
Kentucky,2022,59341,83022.18,0.7147607740641049,103.96
Kentucky,2023,61118,83967.35,0.7278781409325356,105.86
Louisiana,2008,43733,85637.64,0.5106749812847481,74.27
Louisiana,2009,42492,85573.79,0.4965539329999961,72.22
Louisiana,2010,42505,87050.31,0.48828084109046327,71.02
Louisiana,2011,41734,87487.97,0.47702558365792963,69.38
Louisiana,2012,42944,87867.85,0.4887339567749663,71.08
Louisiana,2013,44164,87657.07,0.5038270181918105,73.28
Louisiana,2014,44555,88028.2,0.5061446091875316,73.62
Louisiana,2015,45727,87313.81,0.5237086821271008,76.17
Louisiana,2016,45146,88159.49,0.5120945948086568,74.48
Louisiana,2017,46145,86937.15,0.5307857213729356,77.2
Louisiana,2018,47905,85345.72,0.5613052148209496,81.64
Louisiana,2019,51073,85997.76,0.5938875741530667,86.38
Louisiana,2021,52087,85317.19,0.6105100187592674,88.79
Louisiana,2022,55416,84475.5,0.6560008802741998,95.41
Louisiana,2023,58229,82710.58,0.7040090889267239,102.39
Maine,2008,46581,93141.37,0.5001107268404197,72.74
Maine,2009,45734,93742.15,0.48787020774983225,70.96
Maine,2010,45815,93133.67,0.49192737355408706,71.55
Maine,2011,46033,91662.29,0.5022021739335298,73.04
Maine,2012,46709,92664.15,0.5040676497053131,73.31
Maine,2013,46974,94007.71,0.4996824260437672,72.68
Maine,2014,49462,86813.43,0.569750558501147,82.87
Maine,2015,51494,90216.49,0.5707825887744887,83.02
Maine,2016,53079,92264.17,0.5752937723954363,83.67
Maine,2017,56277,91794.84,0.613073683383304,89.17
Maine,2018,55602,92618.9,0.6003310475582759,87.31
Maine,2019,58924,88967.54,0.6623089419414467,96.33
Maine,2021,64767,91714.2,0.7061828844951064,102.71
Maine,2022,69543,94515.82,0.7357816185343854,107.01
Maine,2023,73733,91212.39,0.8083660227323186,117.57
Maryland,2008,70545,109902.05,0.6418897700700253,93.36
Maryland,2009,69272,111608.54,0.6206693363099871,90.27
Maryland,2010,68854,109922.0,0.6263896456654401,91.1
Maryland,2011,70004,111117.65,0.6299989041525261,91.63
Maryland,2012,71122,109472.67,0.6496781099457951,94.49
Maryland,2013,72483,111054.92,0.6526770489282196,94.93
Maryland,2014,73971,110317.5,0.6705282461879714,97.52
Maryland,2015,75847,109082.65,0.6953168111304449,101.13
Maryland,2016,78945,107999.32,0.7309768124858724,106.32
Maryland,2017,80776,107486.59,0.7514983892269874,109.3
Maryland,2018,83242,107544.6,0.7740230312904544,112.58
Maryland,2019,86738,106569.38,0.8139110679243065,118.38
Maryland,2021,90203,106507.85,0.8469140649152781,123.18
Maryland,2022,94991,105538.41,0.9000609257798463,130.91
Maryland,2023,98678,104187.42,0.9471200933679699,137.75
Massachusetts,2008,65401,106389.34,0.614732657047954,89.41
Massachusetts,2009,64081,106743.2,0.6003286268284727,87.31
Massachusetts,2010,62072,106574.38,0.5824288998292562,84.71
Massachusetts,2011,62859,106679.78,0.5892306870048202,85.7
Massachusetts,2012,65339,106636.83,0.6127245195577096,89.12
Massachusetts,2013,66768,105986.05,0.6299697226180133,91.62
Massachusetts,2014,69160,107426.7,0.6437878388315275,93.63
Massachusetts,2015,70628,107306.95,0.6581866417142471,95.73
Massachusetts,2016,75297,109300.81,0.688896977595594,100.2
Massachusetts,2017,77385,108739.89,0.7116523935139171,103.5
Massachusetts,2018,79835,107940.56,0.739620048467973,107.57
Massachusetts,2019,85843,108447.38,0.7915636486515905,115.13
Massachusetts,2021,89645,108167.2,0.828763276357566,120.54
Massachusetts,2022,94488,109741.3,0.8610067777548144,125.23
Massachusetts,2023,99858,108640.9,0.9191566068678765,133.69
Michigan,2008,48591,91856.36,0.5289889717845364,76.94
Michigan,2009,45255,91627.25,0.4939032648650515,71.83
Michigan,2010,45413,92046.49,0.4933702352063098,71.76
Michigan,2011,45981,90846.86,0.5061374941870719,73.61
Michigan,2012,46859,90566.79,0.5173971824121103,75.25
Michigan,2013,48273,90627.4,0.5326534689062956,77.47
Michigan,2014,49847,91010.26,0.5477074686268125,79.66
Michigan,2015,51084,89276.6,0.5721992267595091,83.22
Michigan,2016,52492,89541.63,0.5862301124530676,85.26
Michigan,2017,54909,88597.57,0.619757400684029,90.14
Michigan,2018,56697,89744.1,0.6317629970037864,91.89
Michigan,2019,59584,90346.58,0.6595048013718283,95.92
Michigan,2021,63498,89205.7,0.7118154957913082,103.53
Michigan,2022,66986,88681.63,0.7553537010065943,109.86
Michigan,2023,69183,88921.5,0.7780232803238122,113.16
Minnesota,2008,57288,94589.6,0.6056480012636992,88.09
Minnesota,2009,55616,95871.6,0.5801092052241037,84.37
Minnesota,2010,55459,94423.55,0.5873428840178416,85.43
Minnesota,2011,56954,94264.3,0.6041948005722263,87.88
Minnesota,2012,58906,94776.79,0.621523449483295,90.4
Minnesota,2013,60702,94723.36,0.6408345616514821,93.21
Minnesota,2014,61481,95210.48,0.6457377557482975,93.92
Minnesota,2015,63488,95601.46,0.6640902820027249,96.59
Minnesota,2016,65599,94603.11,0.6934127189120411,100.85
Minnesota,2017,68388,94552.61,0.7232798687317898,105.2
Minnesota,2018,70315,96270.98,0.7303862189670773,106.23
Minnesota,2019,74593,96184.71,0.7755183089384587,112.79
Minnesota,2021,77720,94990.28,0.8181890112625844,119.0
Minnesota,2022,82338,95326.08,0.8637510168426444,125.63
Minnesota,2023,85086,94848.24,0.8970751696265813,130.47
Mississippi,2008,37790,82612.62,0.45743615746694166,66.53
Mississippi,2009,36646,80639.03,0.45444493476117187,66.1
Mississippi,2010,36851,82962.87,0.44418663756053894,64.6
Mississippi,2011,36919,83298.12,0.44321529994918063,64.46
Mississippi,2012,37095,82720.1,0.44843996006740977,65.22
Mississippi,2013,37963,83103.62,0.4568152155270263,66.44
Mississippi,2014,39680,82872.19,0.4788096103831717,69.64
Mississippi,2015,40593,82232.9,0.4936345236562194,71.8
Mississippi,2016,41754,82602.48,0.5054811717815282,73.52
Mississippi,2017,43529,81940.79,0.5312250448236158,77.26
Mississippi,2018,44717,80627.68,0.5546110040374644,80.66
Mississippi,2019,45792,80958.78,0.5656211500046621,82.27
Mississippi,2021,48716,80516.72,0.6050420214824047,88.0
Mississippi,2022,52719,81433.69,0.6473856165865581,94.16
Mississippi,2023,54203,81441.73,0.6655433432532972,96.8
Missouri,2008,46867,83753.21,0.5595845315471293,81.39
Missouri,2009,45229,85220.38,0.5307298434780544,77.19
Missouri,2010,44301,87819.41,0.5044556749785971,73.37
Missouri,2011,45247,87196.28,0.5189097403475411,75.47
Missouri,2012,45321,86998.08,0.5209425293491218,75.77
Missouri,2013,46931,87682.29,0.5352392374093914,77.85
Missouri,2014,48363,87951.48,0.5498827001612113,79.98
Missouri,2015,50238,87054.94,0.5770838354802975,83.93
Missouri,2016,51746,86393.39,0.5989578905911056,87.11
Missouri,2017,53578,85955.16,0.6233250292125001,90.66
Missouri,2018,54478,85931.47,0.633970268949592,92.21
Missouri,2019,57409,86805.9,0.661349037482041,96.19
Missouri,2021,61847,86272.66,0.7168783524896365,104.27
Missouri,2022,64811,85368.22,0.7591934901220465,110.42
Missouri,2023,68545,86117.71,0.7959454352574575,115.76
Montana,2008,43654,88226.42,0.49479508643067277,71.96
Montana,2009,42322,87431.36,0.48405970417691163,70.4
Montana,2010,42666,87322.47,0.48860278911205407,71.06
Montana,2011,44222,88940.83,0.4972069571767247,72.32
Montana,2012,45076,87746.83,0.5137051493200842,74.71
Montana,2013,46972,87369.63,0.5376239137021367,78.19
Montana,2014,46328,90632.67,0.5111622682601453,74.35
Montana,2015,49509,89687.61,0.5520160255440223,80.29
Montana,2016,50027,88756.97,0.5636402560426813,81.98
Montana,2017,53386,88801.73,0.6011820126188675,87.44
Montana,2018,55328,87883.63,0.6295597718069305,91.57
Montana,2019,57153,89923.1,0.6355764171392705,92.44
Montana,2021,63249,87695.46,0.7212345899607402,104.9
Montana,2022,67631,86061.83,0.7858419655086826,114.3
Montana,2023,70804,86365.3,0.8198200028471158,119.24
Nebraska,2008,49693,84452.16,0.5884159644491941,85.58
Nebraska,2009,47357,85319.8,0.555052843041914,80.73
Nebraska,2010,48408,87077.39,0.5559192856461985,80.85
Nebraska,2011,50296,86887.59,0.5788628686190512,84.19
Nebraska,2012,50723,87407.39,0.5803055981514625,84.4
Nebraska,2013,51440,86656.8,0.59360604609822,86.34
Nebraska,2014,52686,86866.51,0.6065168575170589,88.21
Nebraska,2015,54996,86843.58,0.6332765491676127,92.11
Nebraska,2016,56927,86277.48,0.6598129479030788,95.97
Nebraska,2017,59970,85048.88,0.7051239414412075,102.56
Nebraska,2018,59566,86389.56,0.6895045922816249,100.28
Nebraska,2019,63229,87112.16,0.7258343401110255,105.57
Nebraska,2021,66817,86866.86,0.7691885782293891,111.87
Nebraska,2022,69597,84914.43,0.819613371895889,119.21
Nebraska,2023,74590,85705.73,0.8703035171556553,126.58
Nevada,2008,56361,101649.83,0.5544623285804025,80.64
Nevada,2009,53341,101524.24,0.5254016235472595,76.42
Nevada,2010,51001,98981.02,0.5152603858524687,74.94
Nevada,2011,48927,99967.97,0.489426756048561,71.18
Nevada,2012,49760,99068.89,0.5022767277440753,73.05
Nevada,2013,51230,97342.07,0.5262883631330122,76.55
Nevada,2014,51450,95908.31,0.5364498582303784,78.02
Nevada,2015,52431,95674.09,0.5480167274008235,79.71
Nevada,2016,55180,94633.76,0.5830900216390011,84.81
Nevada,2017,58003,97377.04,0.5956537886094382,86.63
Nevada,2018,58646,95215.27,0.6159306402990855,89.58
Nevada,2019,63276,97770.53,0.6471888621083819,94.13
Nevada,2021,66274,96001.38,0.6903442767657934,100.41
Nevada,2022,72333,97368.89,0.7428758632977939,108.05
Nevada,2023,76364,97714.47,0.7815014316973393,113.66
New Hampshire,2008,63731,104711.1,0.6086365252667927,88.52
New Hampshire,2009,60567,104846.33,0.5776740353407293,84.02
New Hampshire,2010,61042,104385.93,0.5847723081838888,85.05
New Hampshire,2011,62647,103359.37,0.6061085447127087,88.15
New Hampshire,2012,63280,103462.84,0.61162055628235,88.96
New Hampshire,2013,64230,103922.87,0.6180545328018399,89.89
New Hampshire,2014,66532,101931.64,0.6527119285423161,94.93
New Hampshire,2015,70303,103840.94,0.6770258109650292,98.47
New Hampshire,2016,70936,103013.08,0.6886116088796339,100.15
New Hampshire,2017,73381,104887.74,0.699614684693045,101.75
New Hampshire,2018,74991,101053.28,0.7420937080440368,107.93
New Hampshire,2019,77933,101737.88,0.7660175164015405,111.41
New Hampshire,2021,88465,100299.04,0.882012422114796,128.28
New Hampshire,2022,89992,106839.41,0.8423108841037478,122.51
New Hampshire,2023,96838,103235.28,0.9380320580084031,136.43
New Jersey,2008,70378,114198.81,0.616276103561419,89.63
New Jersey,2009,68342,115135.4,0.593579393395681,86.33
New Jersey,2010,67681,113723.99,0.5951339023889496,86.56
New Jersey,2011,67458,113185.04,0.5959975075185977,86.68
New Jersey,2012,69667,114426.55,0.6088359876529841,88.55
New Jersey,2013,70165,113842.54,0.6163337557870151,89.64
New Jersey,2014,71919,113745.9,0.6322777142786902,91.96
New Jersey,2015,72222,113420.24,0.6367646707760545,92.61
New Jersey,2016,76126,113457.54,0.6709646420918364,97.59
New Jersey,2017,80088,112149.3,0.714119495806598,103.86
New Jersey,2018,81740,113996.55,0.7170392632305251,104.29
New Jersey,2019,85751,113728.41,0.7539980396314755,109.66
New Jersey,2021,89296,110731.0,0.8064227926956663,117.29
New Jersey,2022,96346,111172.29,0.866636814084039,126.05
New Jersey,2023,99781,111043.17,0.8985784157340019,130.69
New Mexico,2008,43508,90773.65,0.47930209244028066,69.71
New Mexico,2009,43028,91577.7,0.4698523900645704,68.34
New Mexico,2010,42090,89739.13,0.4690261870146277,68.22
New Mexico,2011,41963,92456.03,0.4538698006958123,66.01
New Mexico,2012,42558,91779.29,0.46369935969315906,67.44
New Mexico,2013,43872,90866.22,0.4828196652603733,70.22
New Mexico,2014,44803,90516.09,0.49497278044664955,71.99
New Mexico,2015,45382,90339.64,0.5023486648661821,73.06
New Mexico,2016,46748,89759.46,0.5208141826128893,75.75
New Mexico,2017,46744,90717.89,0.5152677224612973,74.94
New Mexico,2018,47169,87125.48,0.5413915927019628,78.74
New Mexico,2019,51945,88365.15,0.5878448593932925,85.5
New Mexico,2021,53992,85573.85,0.6309403819324075,91.77
New Mexico,2022,59726,86822.07,0.6879126684881414,100.05
New Mexico,2023,62268,86356.92,0.7210539858300016,104.87
New York,2008,56033,112124.73,0.49973810282600967,72.68
New York,2009,54659,112031.38,0.4878900967694334,70.96
New York,2010,54148,111873.56,0.4840107191229931,70.4
New York,2011,55246,112801.91,0.48976119410484686,71.23
New York,2012,56448,112118.1,0.5034691174386429,73.23
New York,2013,57369,111881.54,0.5127655719250562,74.58
New York,2014,58878,111520.11,0.527958581189299,76.79
New York,2015,60850,111715.45,0.5446874378899113,79.22
New York,2016,62909,111794.21,0.562721460489259,81.84
New York,2017,64894,111060.28,0.584313322176269,84.98
New York,2018,67844,110346.16,0.6148288448861118,89.42
New York,2019,72108,109815.37,0.6566294150525291,95.5
New York,2021,74314,109831.29,0.6766195717629443,98.41
New York,2022,79557,107538.6,0.7397994484475552,107.6
