GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
 "06000","California",8,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",1306204.6,1274423.7,1307631.2,1333097.2,1359471.1,1384534.2,1426319.2,1482241.1,1542765.3,1579558.4,1624412.0,1687489.6,1612029.1,1768939.6,1815443.0,1862351.9
 "08000","Colorado",7,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",188107.8,187581.5,193290.8,192643.3,194602.5,201435.1,210537.6,221798.9,231600.3,240861.8,255814.8,260194.4,252603.2,281873.9,295600.9,306884.9
 "09000","Connecticut",1,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",148173.2,145062.2,151482.0,150748.7,152339.8,153654.3,158219.2,161087.9,162462.4,165214.0,173063.7,173553.7,167724.2,183420.2,179159.0,188560.7
 "10000","Delaware",2,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",36696.1,35898.2,36712.6,37849.8,38291.9,39146.9,39894.5,41521.9,41901.2,42804.6,43890.4,44833.0,44161.1,48142.8,49312.6,49762.5
 "11000","District of Columbia",2,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",33318.5,32619.3,33428.4,33989.3,35324.2,35811.7,36612.6,38244.7,39353.3,41134.1,42099.6,43919.8,40526.3,43669.8,44263.6,46806.3
 "12000","Florida",5,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",705589.9,694561.9,708341.9,720023.6,732252.1,749497.5,779921.4,816143.5,841243.9,871158.3,908456.3,938496.7,917159.6,1013265.9,1060448.5,1092049.3
 "13000","Georgia",5,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",335885.3,336939.5,331359.9,340874.6,339789.0,349190.1,361754.1,376570.4,387188.7,399122.2,413280.4,426037.5,417345.7,453294.4,468477.5,475973.8
 "15000","Hawaii",8,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",48429.6,46921.1,48490.1,48823.3,50291.7,49977.2,51696.5,52715.4,54277.0,55519.3,56564.7,57781.5,54046.3,58683.5,60898.1,63732.9
 "16000","Idaho",7,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",49442.0,48183.2,49559.3,49859.5,50888.1,52668.7,54370.0,55388.2,58656.8,60018.5,64208.9,65580.6,67436.9,76034.4,79961.1,82523.6
 "17000","Illinois",3,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",485234.9,470010.8,476494.2,480659.7,487645.5,496107.5,509208.4,527627.7,534014.4,538080.0,549214.9,558248.3,535443.0,570283.3,587682.9,614597.2
 "18000","Indiana",3,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",228367.9,224090.8,226320.0,230867.7,234115.8,235982.9,241348.2,250295.3,256588.4,266105.8,267173.3,269964.0,270542.2,289240.8,302338.5,305980.2
 "19000","Iowa",4,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",115206.3,112463.8,112560.6,116760.3,116654.8,117865.9,120544.7,124456.6,127487.4,130356.7,127969.4,129438.4,127709.4,138567.1,142807.6,143422.7
 "20000","Kansas",4,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",110663.1,106339.3,105773.7,107580.8,107494.9,108661.1,109679.3,112680.2,115222.0,117367.2,117900.6,119196.3,117488.2,125880.6,131627.4,133865.8
 "21000","Kentucky",5,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",148684.2,151289.1,150980.7,152633.1,153106.1,154549.7,156694.4,162836.3,166616.2,171290.5,177421.5,178158.9,176713.0,190930.9,194140.4,196283.3
 "22000","Louisiana",5,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",157968.5,161045.2,161200.2,162546.2,164047.0,166723.9,169122.2,174337.0,175381.1,180159.0,185849.5,187333.0,182797.1,196764.9,200602.5,208069.2
 "23000","Maine",1,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",51749.8,51867.2,53454.2,54944.2,53738.2,53548.7,57131.5,56698.4,58007.0,59583.0,61309.8,63598.8,61573.5,67419.5,66988.4,71878.3
 "24000","Maryland",2,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",217969.5,213172.9,220732.1,221893.5,227546.1,227197.5,232539.1,238012.9,242934.2,247089.4,252331.0,256978.5,242581.6,260384.6,268193.3,276538.1
 "25000","Massachusetts",1,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",285126.5,285215.4,292237.0,295472.7,298850.8,306903.9,311238.2,320862.7,318760.4,330798.8,337776.1,344746.6,323459.2,358112.5,357141.7,370964.0
 "26000","Michigan",3,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",352913.9,346799.9,353731.7,362636.1,368854.2,374474.9,383211.2,402530.9,414519.1,427670.8,428255.5,429776.8,419889.4,451882.3,459977.8,461782.5
 "27000","Minnesota",4,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",217775.0,210783.9,216643.3,221412.2,223388.8,226982.9,229844.6,237698.8,244243.8,252123.8,251500.4,255540.4,243880.1,261255.0,270290.7,273332.7
 "28000","Mississippi",5,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",95789.0,97545.5,96665.3,97139.2,97814.4,98336.6,99504.5,102529.1,103634.1,105163.0,107466.8,107430.8,108395.0,115581.8,116419.8,117753.0
 "29000","Missouri",4,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",237207.7,229619.6,227352.1,231862.0,235134.2,235644.6,237680.6,246631.7,252377.7,256476.3,261329.0,261575.5,257278.5,277002.0,286641.9,291956.8
 "30000","Montana",7,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",37809.2,37375.3,39218.6,39343.7,40246.6,41230.7,41616.4,42544.1,43482.3,44550.7,47042.0,46980.0,47663.1,53612.0,56382.5,57573.7
 "31000","Nebraska",4,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",71428.2,69713.9,70768.9,73351.7,73720.8,74761.4,76648.4,79116.3,81459.9,83695.8,82982.8,83543.6,81693.2,89632.6,94013.9,94794.2
 "32000","Nevada",8,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",97340.7,91217.2,93690.8,93671.2,95280.7,99276.6,103197.2,108066.9,113583.1,115495.0,124585.9,125363.8,124840.9,140619.8,145707.2,147757.5
 "33000","New Hampshire",1,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",54914.5,55275.5,56647.6,57168.6,58086.4,58960.7,59844.3,61026.9,61290.3,63068.6,65332.4,66116.6,64315.0,70412.7,69574.6,72800.3
 "34000","New Jersey",2,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",364831.4,346665.4,357968.9,357039.7,360496.4,365184.6,372262.0,381162.5,387852.6,392232.8,393723.9,403234.6,391837.9,434362.9,442590.2,451912.0
 "35000","New Mexico",6,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",67496.9,66514.8,68712.8,68202.3,68635.9,69761.9,71445.9,72905.3,74403.7,74306.7,79509.5,78405.9,77384.2,86774.9,87669.8,89453.5
 "36000","New York",2,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",693019.8,693323.5,715428.9,723455.9,739887.6,756221.2,788913.9,804830.7,819000.7,841269.1,866638.2,888382.0,835578.1,892573.5,932435.7,962482.2
 "37000","North Carolina",5,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",330830.3,331678.6,334334.7,337256.0,343565.0,349572.0,359507.8,373938.9,382962.4,397708.6,409322.6,426460.1,427241.2,459148.1,474449.3,487960.5
 "38000","North Dakota",4,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",27970.9,28144.2,28755.6,30809.8,32695.2,34419.3,35854.8,37275.5,36563.2,37235.5,36889.3,36895.0,36551.4,38756.4,40180.9,40973.4
 "39000","Ohio",3,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",422989.9,413074.6,421357.5,431556.4,434064.8,441416.4,450280.2,466802.4,474588.3,487233.7,488447.8,493392.3,487687.8,519894.9,532518.8,538903.7
 "40000","Oklahoma",6,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",127891.6,127721.1,128287.8,131021.3,132340.8,134241.0,137162.3,139549.4,140567.1,143268.7,148652.3,149960.0,147180.9,159052.4,165110.9,169192.3
 "41000","Oregon",8,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",137654.3,132290.1,135445.9,136572.3,135654.7,139296.9,145052.4,150481.7,158301.9,162206.1,162923.9,168066.8,165909.6,180657.1,179879.4,185908.5
 "42000","Pennsylvania",2,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",495840.5,491193.9,505624.4,514785.5,518822.9,524924.2,534574.9,542487.4,550965.1,553108.8,574735.6,583466.9,562018.2,609577.8,629332.9,628991.9
 "44000","Rhode Island",1,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",39227.8,38762.6,39596.5,40052.5,40287.8,40409.0,41890.9,42303.1,43110.2,43452.9,44646.7,45151.6,44511.9,48213.3,47500.0,50197.9
 "45000","South Carolina",5,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",162010.4,162217.5,164085.1,165742.3,165730.1,169607.8,174980.8,181377.0,186532.3,192470.1,198269.7,205794.8,206232.0,219310.1,228309.8,235731.9
 "46000","South Dakota",4,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",32050.8,31961.5,32276.0,33268.1,33071.4,33631.9,34622.4,36376.1,37638.2,38660.8,37944.2,38411.4,38417.5,42137.1,44316.4,45151.6
 "47000","Tennessee",5,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",222138.7,222434.0,223274.8,226222.5,227280.7,229991.0,236514.2,243409.8,248302.0,257850.1,273540.4,276409.3,276499.3,302566.8,309219.7,315346.2
 "48000","Texas",6,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",848953.3,853980.0,873538.6,909178.8,928499.3,951950.1,991562.9,1033220.0,1061560.8,1102131.7,1127626.2,1147754.4,1138941.8,1257674.8,1318234.8,1362468.3
 "49000","Utah",7,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",85637.5,81938.8,84859.2,84501.6,87428.8,90610.5,95301.5,99963.5,106008.5,109011.3,117829.2,121229.7,125782.1,142229.4,149523.5,152351.2
 "50000","Vermont",1,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",25655.0,25531.5,26481.9,27241.9,27185.7,27258.8,28463.1,28211.0,28743.9,28574.3,29596.9,30021.2,28446.1,30955.4,30722.9,32784.2
 "51000","Virginia",5,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",302674.6,303184.4,306709.1,310657.7,316656.2,316407.4,321863.1,327866.6,335678.6,345020.5,350102.5,362852.2,351207.2,374579.7,384258.0,400453.6
 "53000","Washington",8,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",249249.8,246812.2,255029.5,258710.2,264977.1,271619.2,277352.0,287537.8,295739.9,303106.9,316402.1,323178.1,316326.4,342051.8,347964.1,361524.8
 "54000","West Virginia",5,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",64239.0,66281.0,66240.7,67273.2,67767.9,67492.6,68295.0,69421.0,71348.4,71914.2,72833.7,74054.3,73424.9,74581.3,77079.0,77874.9
 "55000","Wisconsin",3,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",216733.5,213008.4,215229.0,220156.5,218771.8,222283.7,227091.2,233762.9,238358.4,243678.9,247075.3,249579.6,246261.9,264260.0,274093.1,277136.9
 "56000","Wyoming",7,SARPP,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",21948.0,21817.0,22205.7,22424.3,23316.9,23502.5,24291.6,24528.5,24505.4,24589.8,26160.3,25934.5,26696.2,28643.9,29407.1,30381.5
 "00000","United States", ,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",37063,36260,36640,36969,37177,37540,38296,39273,39923,40693,41564,42238,41006,44533,45717,46644
 "01000","Alabama",5,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",34779,34559,34043,34043,33793,34221,34679,35658,35943,36643,38180,38717,38138,41035,41599,41076
 "02000","Alaska",8,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",41989,41153,42794,43225,43773,43892,44490,44777,44682,44892,45837,47049,45108,47392,50009,51323
 "04000","Arizona",6,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",34416,32903,33725,34362,34837,35087,35863,36763,37019,38511,39580,40082,39131,43859,43703,44262
 "05000","Arkansas",5,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",33296,33495,33101,33242,33417,33642,34472,35530,36276,37001,38399,38269,37974,40653,41952,42456
 "06000","California",8,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",35684,34480,35036,35406,35802,36157,36915,38038,39332,40066,41087,42669,40808,45189,46501,47795
 "08000","Colorado",7,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",38470,37726,38299,37634,37509,38275,39410,40761,41892,43014,45062,45363,43664,48502,50608,52213
 "09000","Connecticut",1,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",41791,40727,42310,41942,42255,42561,43772,44599,45033,45797,47924,48114,46882,50898,49646,52129
 "10000","Delaware",2,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",41517,40257,40802,41675,41774,42289,42655,43952,43961,44514,45194,45685,44523,47909,48371,48225
 "11000","District of Columbia",2,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",57422,55079,55279,55047,56013,55591,55984,57499,58437,60432,61417,63900,60411,65273,65972,68937
 "12000","Florida",5,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",38084,37237,37593,37823,38003,38430,39410,40523,40969,41745,42991,43951,42478,46415,47670,48298
 "13000","Georgia",5,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",35338,35022,34116,34763,34297,34986,35895,36948,37523,38271,39237,40029,38887,42009,42928,43156
 "15000","Hawaii",8,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",36353,34841,35521,35248,35788,35113,36042,36445,37257,38075,38744,39659,37243,40562,42308,44409
 "16000","Idaho",7,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",32224,30997,31540,31420,31793,32535,33130,33297,34563,34595,36290,36265,36465,39923,41238,42003
 "17000","Illinois",3,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",38066,36729,37094,37282,37722,38280,39264,40702,41253,41638,42616,43445,41863,44938,46706,48973
 "18000","Indiana",3,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",35545,34693,34865,35402,35762,35856,36512,37758,38534,39799,39723,39925,39850,42449,44252,44589
 "19000","Iowa",4,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",38189,37082,36887,38032,37841,37991,38614,39683,40477,41216,40349,40655,40023,43330,44632,44722
 "20000","Kansas",4,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",39409,37540,36999,37452,37180,37447,37670,38553,39362,40092,40217,40629,39987,42846,44821,45524
 "21000","Kentucky",5,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",34659,35044,34715,34893,34843,34998,35380,36644,37377,38270,39539,39607,39199,42358,43032,43366
 "22000","Louisiana",5,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",35614,35854,35469,35513,35635,36023,36380,37327,37430,38507,39796,40161,39294,42525,43723,45492
 "23000","Maine",1,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",38895,39010,40253,41310,40376,40181,42743,42446,43279,44301,45394,46849,45125,48898,48216,51499
 "24000","Maryland",2,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",38341,37200,38112,37899,38470,38098,38692,39339,39953,40417,41102,41692,39293,42167,43510,44745
 "25000","Massachusetts",1,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",44076,43761,44482,44561,44645,45413,45630,46728,46133,47535,48292,49132,46224,51218,51146,52984
 "26000","Michigan",3,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",35480,35025,35802,36646,37179,37645,38417,40304,41381,42555,42526,42645,41694,45017,45845,46007
 "27000","Minnesota",4,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",41505,39912,40782,41363,41453,41792,41987,43135,43952,44974,44509,44935,42707,45690,47301,47636
 "28000","Mississippi",5,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",32495,32968,32543,32620,32798,32926,33305,34348,34726,35249,36127,36184,36640,39186,39613,40056
 "29000","Missouri",4,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",40042,38520,37916,38569,39015,38988,39218,40584,41419,41951,42641,42578,41804,44892,46403,47119
 "30000","Montana",7,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",38722,37984,39580,39413,40027,40580,40596,41124,41579,42106,44104,43682,43840,48458,50213,50824
 "31000","Nebraska",4,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",39762,38459,38667,39780,39653,39901,40550,41536,42391,43264,42654,42734,41611,45632,47770,47915
 "32000","Nevada",8,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",36682,33977,34676,34563,34783,35850,36741,37839,39104,39088,41377,40853,40067,44689,45857,46258
 "33000","New Hampshire",1,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",41731,41999,43009,43246,43760,44293,44682,45415,45361,46405,47865,48195,46649,50748,49732,51924
 "34000","New Jersey",2,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",41881,39594,40635,40215,40345,40634,41196,41982,42517,42742,42703,43549,42259,46861,47792,48641
 "35000","New Mexico",6,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",33569,32656,33277,32756,32836,33275,34102,34782,35436,35365,37805,37156,36528,40991,41481,42307
 "36000","New York",2,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",36071,35910,36839,36907,37446,38015,39443,40067,40649,41673,42862,43935,41561,44956,47396,49178
 "37000","North Carolina",5,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",35537,35100,34932,34981,35347,35669,36399,37535,38020,39096,39841,41126,40869,43451,44358,45034
 "38000","North Dakota",4,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",42537,42324,42595,44830,46353,47302,48151,48866,47809,48559,47815,47512,46887,49817,51586,52267
 "39000","Ohio",3,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",36733,35829,36507,37338,37505,38014,38654,39984,40555,41509,41524,41853,41335,44189,45283,45724
 "40000","Oklahoma",6,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",34858,34356,34123,34602,34688,34886,35430,35774,35889,36545,37841,38025,37118,39846,41080,41736
 "41000","Oregon",8,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",36525,34735,35294,35266,34783,35498,36580,37448,38675,39112,38945,39864,39083,42443,42431,43915
 "42000","Pennsylvania",2,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",39314,38778,39761,40302,40482,40859,41501,42056,42649,42725,44275,44911,43247,46842,48514,48527
 "44000","Rhode Island",1,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",37183,36789,37533,37830,37873,37823,39032,39258,39827,40045,40892,41250,40597,43946,43425,45803
 "45000","South Carolina",5,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",35772,35342,35411,35554,35267,35797,36533,37396,38003,38775,39499,40536,40184,42225,43216,43869
 "46000","South Dakota",4,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",40107,39602,39551,40417,39714,39985,40851,42693,43737,44433,43353,43526,43270,47012,48706,49114
 "47000","Tennessee",5,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",35557,35273,35126,35322,35163,35338,36057,36804,37209,38256,40185,40278,39921,43449,43867,44250
 "48000","Texas",6,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",34923,34432,34612,35476,35640,36013,36857,37716,38150,39098,39554,39775,38959,42545,43897,44666
 "49000","Utah",7,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",32158,30087,30567,29978,30555,31146,32284,33316,34595,34864,37035,37497,38302,42593,44222,44577
 "50000","Vermont",1,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",41104,40862,42279,43269,43105,43072,44904,44363,45167,44711,46196,46773,44244,47838,47477,50635
 "51000","Virginia",5,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",38639,38252,38219,38315,38629,38259,38620,39076,39748,40576,40960,42204,40662,43267,44274,45946
 "53000","Washington",8,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",37982,37018,37818,37874,38377,38942,39235,40039,40419,40699,41913,42307,40951,44185,44700,46273
 "54000","West Virginia",5,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",34907,35871,35721,36221,36460,36353,36857,37601,38862,39454,40227,41131,40984,41776,43448,43995
 "55000","Wisconsin",3,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",38421,37573,37812,38534,38151,38607,39297,40342,41006,41749,42170,42443,41763,44942,46531,46885
 "56000","Wyoming",7,SARPP,4,"..."," Real per capita PCE (constant (2017) dollars) 4/","Constant 2017 dollars",40195,38969,39344,39560,40516,40456,41813,42024,42105,42673,45513,45078,46214,49425,50560,52018
 "00000","United States", ,SARPP,5,"...","RPPs: All items ","Index",100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000
 "01000","Alabama",5,SARPP,5,"...","RPPs: All items ","Index",88.852,87.725,89.682,89.955,90.515,90.273,90.137,89.706,90.580,90.098,87.388,88.297,87.561,88.072,88.007,89.970
 "02000","Alaska",8,SARPP,5,"...","RPPs: All items ","Index",103.924,106.224,103.183,103.328,102.597,102.079,102.412,103.331,104.075,104.864,104.552,103.039,101.350,104.808,102.022,101.715
 "04000","Arizona",6,SARPP,5,"...","RPPs: All items ","Index",102.501,102.847,100.548,99.081,98.044,98.415,97.934,97.871,98.588,97.873,97.344,97.773,99.207,96.604,99.963,101.105
 "05000","Arkansas",5,SARPP,5,"...","RPPs: All items ","Index",88.065,86.330,88.492,89.335,89.354,89.445,89.357,88.980,89.275,88.607,87.156,87.742,88.168,88.913,86.895,86.508
 "06000","California",8,SARPP,5,"...","RPPs: All items ","Index",111.187,110.629,109.665,109.472,109.649,109.638,109.887,110.644,109.866,110.925,111.972,111.132,111.941,111.868,112.566,112.581
 "08000","Colorado",7,SARPP,5,"...","RPPs: All items ","Index",103.302,102.351,100.594,103.391,103.152,103.118,103.076,103.084,102.713,102.957,100.290,102.499,103.766,102.815,102.257,101.382
 "09000","Connecticut",1,SARPP,5,"...","RPPs: All items ","Index",110.466,110.829,107.003,107.870,107.542,107.703,107.010,107.612,107.521,107.180,104.057,103.941,105.091,102.828,106.226,103.689
 "10000","Delaware",2,SARPP,5,"...","RPPs: All items ","Index",100.826,102.125,101.547,100.392,99.530,98.591,99.704,97.946,98.499,98.564,99.260,98.822,96.782,97.438,97.979,99.253
 "11000","District of Columbia",2,SARPP,5,"...","RPPs: All items ","Index",112.385,113.041,114.189,114.103,111.696,113.585,114.291,113.386,112.475,110.087,111.510,109.225,110.894,111.586,112.656,110.804
 "12000","Florida",5,SARPP,5,"...","RPPs: All items ","Index",101.657,100.459,100.332,100.816,101.046,100.718,100.856,101.256,101.055,100.871,100.315,99.647,100.610,101.398,102.252,103.452
 "13000","Georgia",5,SARPP,5,"...","RPPs: All items ","Index",94.199,91.797,94.463,93.618,95.243,94.787,94.903,94.667,94.932,95.292,94.819,94.395,94.476,95.761,95.725,96.699
 "15000","Hawaii",8,SARPP,5,"...","RPPs: All items ","Index",109.744,112.581,109.395,109.869,108.370,112.299,110.592,111.515,109.881,110.447,110.831,111.781,113.249,112.513,111.094,108.609
 "16000","Idaho",7,SARPP,5,"...","RPPs: All items ","Index",94.973,94.857,93.204,94.129,93.491,93.679,93.701,94.308,92.998,94.544,91.703,92.445,91.019,91.625,91.791,91.425
 "17000","Illinois",3,SARPP,5,"...","RPPs: All items ","Index",100.238,101.521,101.745,101.998,100.982,100.238,99.686,98.932,99.535,100.280,100.323,99.466,100.341,101.329,101.240,98.855
 "18000","Indiana",3,SARPP,5,"...","RPPs: All items ","Index",91.965,92.573,93.073,92.437,92.784,92.926,92.696,91.483,91.423,90.884,92.737,92.827,91.766,92.567,91.884,92.184
 "19000","Iowa",4,SARPP,5,"...","RPPs: All items ","Index",87.395,89.776,91.218,89.907,90.843,90.940,91.070,89.632,89.560,89.257,91.841,91.814,90.606,89.759,88.356,88.767
 "20000","Kansas",4,SARPP,5,"...","RPPs: All items ","Index",89.865,91.814,92.993,92.786,93.313,92.630,93.188,92.873,92.132,91.563,92.508,92.764,92.264,91.247,89.676,89.965
