state_fips,state_name,year,median_income,mean_income,data_source,collection_date,currency_code
32,Nevada,2016,55180,73383.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
32,Nevada,2017,58003,78424.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
32,Nevada,2018,58646,81039.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
32,Nevada,2019,63276,86946.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
32,Nevada,2021,66274,89961.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
32,Nevada,2022,72333,98422.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
32,Nevada,2023,76364,103067.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
32,Nevada,2024,81134,109620.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
33,New Hampshire,2005,56768,69241.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
33,New Hampshire,2006,59683,72960.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
33,New Hampshire,2007,62369,78062.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
33,New Hampshire,2008,63731,79659.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
33,New Hampshire,2009,60567,77008.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
33,New Hampshire,2010,61042,77323.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
33,New Hampshire,2011,62647,79706.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
33,New Hampshire,2012,63280,80571.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
33,New Hampshire,2013,64230,82393.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
33,New Hampshire,2014,66532,86622.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
33,New Hampshire,2015,70303,89735.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
33,New Hampshire,2016,70936,90910.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
33,New Hampshire,2017,73381,94780.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
33,New Hampshire,2018,74991,97994.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
33,New Hampshire,2019,77933,100882.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
33,New Hampshire,2021,88465,111908.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
33,New Hampshire,2022,89992,119452.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
33,New Hampshire,2023,96838,124500.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
33,New Hampshire,2024,99782,128604.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
34,New Jersey,2005,61672,82386.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
34,New Jersey,2006,64470,85659.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
34,New Jersey,2007,67035,90463.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
34,New Jersey,2008,70378,93872.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
34,New Jersey,2009,68342,91907.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
34,New Jersey,2010,67681,90882.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
34,New Jersey,2011,67458,91868.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
34,New Jersey,2012,69667,94083.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
34,New Jersey,2013,70165,96963.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
34,New Jersey,2014,71919,99055.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
34,New Jersey,2015,72222,101061.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
34,New Jersey,2016,76126,105185.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
34,New Jersey,2017,80088,110120.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
34,New Jersey,2018,81740,114853.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
34,New Jersey,2019,85751,119301.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
34,New Jersey,2021,89296,124951.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
34,New Jersey,2022,96346,134191.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
34,New Jersey,2023,99781,138153.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
34,New Jersey,2024,104294,143216.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
35,New Mexico,2005,37492,51325.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
35,New Mexico,2006,40629,54273.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
35,New Mexico,2007,41452,56170.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
35,New Mexico,2008,43508,59357.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
35,New Mexico,2009,43028,57447.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
35,New Mexico,2010,42090,57655.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
35,New Mexico,2011,41963,59314.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
35,New Mexico,2012,42558,59281.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
35,New Mexico,2013,43872,60600.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
35,New Mexico,2014,44803,61470.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
35,New Mexico,2015,45382,62747.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
35,New Mexico,2016,46748,64515.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
35,New Mexico,2017,46744,64604.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
35,New Mexico,2018,47169,66752.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
35,New Mexico,2019,51945,71591.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
35,New Mexico,2021,53992,76989.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
35,New Mexico,2022,59726,82382.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
35,New Mexico,2023,62268,85782.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
35,New Mexico,2024,67816,91875.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
36,New York,2005,49480,70087.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
36,New York,2006,51384,73384.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
36,New York,2007,53514,77865.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
36,New York,2008,56033,81663.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
36,New York,2009,54659,79947.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
36,New York,2010,54148,78726.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
36,New York,2011,55246,80244.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
36,New York,2012,56448,81441.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
36,New York,2013,57369,84973.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
36,New York,2014,58878,86563.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
36,New York,2015,60850,89908.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
36,New York,2016,62909,93373.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
36,New York,2017,64894,97116.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
36,New York,2018,67844,100422.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
36,New York,2019,72108,107355.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
36,New York,2021,74314,109732.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
36,New York,2022,79557,119130.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
36,New York,2023,82095,122227.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
36,New York,2024,85820,128562.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
37,North Carolina,2005,40729,54503.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
37,North Carolina,2006,42625,57184.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
37,North Carolina,2007,44670,60672.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
37,North Carolina,2008,46549,63005.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
37,North Carolina,2009,43674,59700.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
37,North Carolina,2010,43326,59053.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
37,North Carolina,2011,43916,60939.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
37,North Carolina,2012,45150,61807.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
37,North Carolina,2013,45906,64106.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
37,North Carolina,2014,46556,65099.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
37,North Carolina,2015,47830,67516.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
37,North Carolina,2016,50584,70544.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
37,North Carolina,2017,52752,74106.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
37,North Carolina,2018,53855,76693.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
37,North Carolina,2019,57341,80037.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
37,North Carolina,2021,61972,86804.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
37,North Carolina,2022,67481,94353.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
37,North Carolina,2023,70804,98139.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
37,North Carolina,2024,73958,103766.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
38,North Dakota,2005,41030,51823.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
38,North Dakota,2006,41919,53085.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
38,North Dakota,2007,43753,56113.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
38,North Dakota,2008,45685,61178.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
38,North Dakota,2009,47827,62268.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
38,North Dakota,2010,48670,61289.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
38,North Dakota,2011,51704,66005.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
38,North Dakota,2012,53585,72495.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
38,North Dakota,2013,55759,73806.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
38,North Dakota,2014,59029,79136.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
38,North Dakota,2015,60557,81460.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
38,North Dakota,2016,60656,79185.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
38,North Dakota,2017,61843,80663.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
38,North Dakota,2018,63837,82435.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
38,North Dakota,2019,64577,85551.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
38,North Dakota,2021,66519,86666.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
38,North Dakota,2022,71970,97699.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
38,North Dakota,2023,76525,98324.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
38,North Dakota,2024,77871,103487.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
39,Ohio,2005,43493,55937.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
39,Ohio,2006,44532,58356.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
39,Ohio,2007,46597,60917.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
39,Ohio,2008,47988,62728.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
39,Ohio,2009,45395,59894.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
39,Ohio,2010,45090,59654.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
39,Ohio,2011,45749,61204.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
39,Ohio,2012,46829,62775.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
39,Ohio,2013,48081,65129.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
39,Ohio,2014,49308,66252.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
39,Ohio,2015,51075,68880.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
39,Ohio,2016,52334,71456.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
39,Ohio,2017,54021,73337.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
39,Ohio,2018,56111,76151.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
39,Ohio,2019,58642,79505.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
39,Ohio,2021,62262,84572.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
39,Ohio,2022,65720,90109.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
39,Ohio,2023,67769,93500.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
39,Ohio,2024,72212,97483.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
40,Oklahoma,2005,37063,49411.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
40,Oklahoma,2006,38770,52419.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
40,Oklahoma,2007,41567,56520.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
40,Oklahoma,2008,42822,57894.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
40,Oklahoma,2009,41664,56793.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
40,Oklahoma,2010,42072,56533.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
40,Oklahoma,2011,43225,58515.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
40,Oklahoma,2012,44312,60298.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
40,Oklahoma,2013,45690,62014.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
40,Oklahoma,2014,47529,64584.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
40,Oklahoma,2015,48568,66260.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
40,Oklahoma,2016,49176,66547.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
40,Oklahoma,2017,50051,68020.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
40,Oklahoma,2018,51924,71632.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
40,Oklahoma,2019,54449,75537.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
40,Oklahoma,2021,55826,75430.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
40,Oklahoma,2022,59673,82741.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
40,Oklahoma,2023,62138,85650.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
40,Oklahoma,2024,66148,90075.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
41,Oregon,2005,42944,56660.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
41,Oregon,2006,46230,60331.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
41,Oregon,2007,48730,63056.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
41,Oregon,2008,50169,65292.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
41,Oregon,2009,48457,62964.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
41,Oregon,2010,46560,61552.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
41,Oregon,2011,46816,62778.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
41,Oregon,2012,49161,64918.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
41,Oregon,2013,50251,67494.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
41,Oregon,2014,51075,69210.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
41,Oregon,2015,54148,73144.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
41,Oregon,2016,57532,77460.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
41,Oregon,2017,60212,80144.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
41,Oregon,2018,63426,85235.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
41,Oregon,2019,67058,88449.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
41,Oregon,2021,71562,95662.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
41,Oregon,2022,75657,102923.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
41,Oregon,2023,80160,107214.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
41,Oregon,2024,85220,110900.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
42,Pennsylvania,2005,44537,58962.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
42,Pennsylvania,2006,46259,61319.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
42,Pennsylvania,2007,48576,65102.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
42,Pennsylvania,2008,50713,67459.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
42,Pennsylvania,2009,49520,66493.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
42,Pennsylvania,2010,49288,65878.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
42,Pennsylvania,2011,50228,67298.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
42,Pennsylvania,2012,51230,69340.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
42,Pennsylvania,2013,52007,71597.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
42,Pennsylvania,2014,53234,73112.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
42,Pennsylvania,2015,55702,75981.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
42,Pennsylvania,2016,56907,78053.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
42,Pennsylvania,2017,59195,81006.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
42,Pennsylvania,2018,60905,83765.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
42,Pennsylvania,2019,63463,87789.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
42,Pennsylvania,2021,68957,93835.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
42,Pennsylvania,2022,71798,100015.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
42,Pennsylvania,2023,73824,102578.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
42,Pennsylvania,2024,77545,107471.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
72,Puerto Rico,2005,17184,26975.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
72,Puerto Rico,2006,17621,27499.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
72,Puerto Rico,2007,17741,28056.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
72,Puerto Rico,2008,18401,28931.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
72,Puerto Rico,2009,18314,28431.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
72,Puerto Rico,2010,18862,29365.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
72,Puerto Rico,2011,18660,28865.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
72,Puerto Rico,2012,19429,29540.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
72,Puerto Rico,2013,19183,30247.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
72,Puerto Rico,2014,18928,29976.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
72,Puerto Rico,2015,18626,30545.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
72,Puerto Rico,2016,20078,31262.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
72,Puerto Rico,2017,19343,31094.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
72,Puerto Rico,2018,20296,32044.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
72,Puerto Rico,2019,20474,33055.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
72,Puerto Rico,2021,22237,35452.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
72,Puerto Rico,2022,24112,39142.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
72,Puerto Rico,2023,25621,41592.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
72,Puerto Rico,2024,27213,43218.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
44,Rhode Island,2005,51458,65845.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
44,Rhode Island,2006,51814,66196.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
44,Rhode Island,2007,53568,70208.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
44,Rhode Island,2008,55701,72678.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
44,Rhode Island,2009,54119,71442.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
44,Rhode Island,2010,52254,69840.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
44,Rhode Island,2011,53636,72229.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
44,Rhode Island,2012,54554,72656.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
44,Rhode Island,2013,55902,76820.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
44,Rhode Island,2014,54891,77146.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
44,Rhode Island,2015,58073,78295.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
44,Rhode Island,2016,60596,81215.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
44,Rhode Island,2017,63870,85279.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
44,Rhode Island,2018,64340,86601.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
44,Rhode Island,2019,71169,92553.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
44,Rhode Island,2021,74008,99144.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
44,Rhode Island,2022,81854,108023.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
44,Rhode Island,2023,84972,113091.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
44,Rhode Island,2024,83504,114532.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
45,South Carolina,2005,39316,51945.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
45,South Carolina,2006,41100,55128.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
45,South Carolina,2007,43329,58011.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
45,South Carolina,2008,44625,59942.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
45,South Carolina,2009,42442,57062.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
45,South Carolina,2010,42018,56365.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
45,South Carolina,2011,42367,57552.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
45,South Carolina,2012,43107,59042.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
45,South Carolina,2013,44163,59927.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
45,South Carolina,2014,45238,61903.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
45,South Carolina,2015,47238,64352.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
45,South Carolina,2016,49501,67889.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
45,South Carolina,2017,50570,70214.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
45,South Carolina,2018,52306,72742.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
45,South Carolina,2019,56227,78188.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
45,South Carolina,2021,59318,81580.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
45,South Carolina,2022,64115,88704.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
45,South Carolina,2023,67804,92578.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
45,South Carolina,2024,72350,97757.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
46,South Dakota,2005,40310,51944.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
46,South Dakota,2006,42791,54460.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
46,South Dakota,2007,43424,54972.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
46,South Dakota,2008,46032,60081.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
46,South Dakota,2009,45043,58664.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
46,South Dakota,2010,45904,59391.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
46,South Dakota,2011,48321,61224.0,US Census Bureau - American Community Survey (ACS 1-Year),2026-01-03,USD
