"Data Source","World Development Indicators",

"Last Updated Date","2025-12-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"United States","USA","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","2.29999999999977","6.10000000000011","4.39999999999982","5.8000000000003","6.39999999999981","6.50000000000021","2.49999999999999","4.7999999999997","3.09999999999999","0.216606498194878","3.29272245005524","5.25550195781351","5.64567976314829","-0.540550192633191","-0.205619191121627","5.38803391770217","4.62418650601657","5.53520648243719","3.16598821816159","-0.256775731395592","2.53770126828974","-1.80301378934359","4.58379098362749","7.23645316474058","4.16957534699196","3.46265505694664","3.45462966856461","4.1769823865164","3.67223784383981","1.88596558187626","-0.108312882368935","3.52249717301392","2.75179586709815","4.02902272983438","2.6844307317787","3.77277269119453","4.44712793566428","4.48313335374613","4.78842504725272","4.07758575682804","0.955538348341605","1.70044732643726","2.79560596320081","3.84777169556921","3.48354993555606","2.78453963650701","2.00385829784946","0.113587249881704","-2.57650022958367","2.69519257744442","1.56440685763506","2.28911338669843","2.11783009790057","2.52381981363968","2.94555045484053","1.81945147788167","2.45762229852507","2.96650506901305","2.58382533412825","-2.16302914036166","6.05505293244555","2.51237531986017","2.88755600749487","2.79300127716779",
